NQUEST,QUEST,NQUESTP,CONTINT,NOPCF,STUPCF,CONPCF,SETPCF,ANAPCF,CITPCF,NOMCF,STUMCF,CONMCF,SETMCF,ANAMCF,CITMCF,VITGEN,NGEN,VITF,NFRAT,NSORE,FIGLI,NFIGLI,PRIMOGE,PRIMOSEX,PRIMOANASC,NFIGLINOIT,PARNOIT,ANCONV,CAPI
684141,3,,1,2,,,,,,2,,,,,,2,,1,2,0,1,3,2,2,1969,,,,1
684154,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,2,,1
684192,3,,2,1,4,2,2,1941,,1,4,9,,1946,,1,4,1,2,1,2,,,,,,,2002,0
684213,3,,2,1,2,9,,1934,,1,2,9,,1937,,1,4,1,2,1,2,,,,,,,2009,1
684217,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,1986,1
684218,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,1963,1
684222,3,,1,2,,,,,,2,,,,,,2,,1,0,4,1,1,2,2,1968,,,,1
684224,3,,2,1,2,8,4,1929,,1,2,9,,1934,,1,2,1,4,5,2,,,,,,,1997,1
684228,3,,2,1,2,1,4,1911,,1,1,9,,1910,,2,,2,,,1,2,2,1,1968,,2,,1
684229,3,,2,1,4,8,4,1940,,1,2,9,,1947,,1,4,1,0,2,2,,,,,,,2009,1
684234,3,,3,1,4,8,4,1930,,1,4,9,,1932,,1,3,1,2,1,2,,,,,,,1994,1
684240,3,,2,1,3,1,4,1937,2,1,4,4,2,1945,2,1,3,1,3,1,1,2,1,,,0,,1998,0
684242,3,,2,1,2,1,1,1901,,1,2,9,,1901,,2,,1,1,0,1,1,2,2,1950,,,,0
684259,3,,1,1,2,1,1,1928,,1,1,9,,1931,,1,4,1,0,1,2,,,,,,,1994,1
684279,3,,2,1,2,1,1,1926,,1,2,9,,1928,,1,1,1,1,0,2,,,,,,2,,1
684280,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,2,,1
684290,3,,1,1,3,1,2,1939,,1,3,9,,1948,,1,2,2,,,2,,,,,,2,,1
684293,3,,2,1,2,1,3,1938,,1,2,1,3,1944,,1,2,1,8,3,2,,,,,,,1995,1
684326,3,,2,1,3,2,3,1948,,1,2,9,,1950,,1,2,2,,,2,,,,,,,2003,1
684328,3,,3,1,3,8,5,1935,,1,3,2,5,1936,,1,3,1,0,1,2,,,,,,,1992,0
684330,3,,3,1,2,1,4,1923,,1,3,9,,1926,,1,1,1,0,2,2,,,,,,2,,0
684333,3,,2,1,2,1,2,1923,,1,2,9,,1930,,1,1,2,,,2,,,,,,,1982,1
684344,3,,1,1,2,9,,1924,,1,2,9,,1926,,2,,1,6,4,1,2,2,1,1972,,,1968,1
684351,3,,2,1,6,5,4,1924,2,1,6,9,,1924,2,1,3,1,3,1,1,1,2,1,1988,1,,1983,1
684359,3,,1,1,1,1,4,1927,1,1,1,9,,1928,1,1,1,1,2,5,2,,,,,,,1977,1
684407,3,,4,1,3,2,3,1935,,1,3,9,,1936,,1,3,1,1,2,2,,,,,,,1993,1
684423,3,,2,1,3,2,3,1929,,1,2,9,,1936,1,1,2,1,2,1,2,,,,,,,1986,1
684434,3,,2,1,3,2,4,1913,,1,2,9,,1918,,2,,1,2,2,2,,,,,,,1969,1
684437,3,,2,1,1,1,1,1933,,1,1,1,1,1934,,2,,1,1,1,2,,,,,,2,,1
684442,3,,2,1,1,1,4,1922,,1,1,9,,1924,,2,,1,0,1,2,,,,,,2,,1
684448,3,,1,2,,,,,,2,,,,,,3,,1,2,2,2,,,,,,,1978,1
684454,3,,2,1,2,8,4,1899,,1,1,9,,1909,,2,,1,1,1,1,2,2,2,1973,,,1972,0
684456,3,,2,1,2,1,1,1931,,1,2,9,,1934,,1,2,1,2,2,2,,,,,,,1994,0
684491,3,,1,2,,,,,,1,2,9,,,,1,1,1,2,2,2,,,,,,2,,1
684496,3,,2,1,2,8,4,,,1,2,1,2,1937,,2,,1,1,0,2,,,,,,2,,0
684503,3,,2,1,3,1,4,1909,,1,3,9,,1913,,2,,1,1,0,2,,,,,,,1970,1
684507,3,,2,1,2,1,2,1915,,1,2,2,2,1925,,1,2,1,1,2,2,,,,,,,1992,1
684524,3,,1,1,1,9,,1902,,1,1,9,,1914,,2,,1,1,1,1,1,2,1,1969,,,,1
684525,3,,2,1,3,7,4,1921,,1,5,3,3,1929,,2,,2,,,2,,,,,,2,,1
684539,3,,3,2,,,,,,2,,,,,,2,,1,1,2,1,2,1,,,,2,,1
684557,3,,2,1,2,1,4,1917,,1,2,9,,1921,,2,,1,0,1,1,2,2,2,1973,,,1972,1
684559,3,,2,1,2,2,3,1937,,1,3,9,,1945,,1,4,1,1,1,2,,,,,,,1996,1
684564,3,,1,2,,,,,,2,,,,,,2,,1,1,1,2,,,,,,,1980,1
684574,3,,2,1,2,1,2,1917,1,1,1,9,,1920,1,2,,1,5,2,1,3,2,1,1972,0,,1972,1
684592,3,,2,1,1,1,2,1905,,1,1,9,,1907,,2,,2,,,2,,,,,,2,,0
684594,3,,2,1,2,8,4,1926,,1,2,8,4,1933,,1,2,1,0,1,2,,,,,,2,,0
684608,3,,2,1,7,10,,1939,,1,2,1,4,1948,,2,,2,,,2,,,,,,2,,1
684609,3,,1,1,2,8,1,1926,,1,2,8,1,1932,,1,2,2,,,1,1,2,1,1983,,2,,1
684628,3,,1,2,,,,,,2,,,,,,2,,1,2,1,2,,,,,,,,1
684630,3,,2,1,2,1,4,1934,1,1,2,1,2,1939,2,1,2,1,2,2,2,,,,,,,1990,1
684638,3,,1,1,2,1,2,1936,,1,2,9,,1931,,2,,2,,,2,,,,,,2,,1
684642,3,,2,1,4,3,3,1928,,1,4,3,3,1935,,1,3,1,3,0,2,,,,,,,1999,1
684649,3,,2,1,4,7,1,1908,,1,2,9,,1913,,1,2,1,3,3,2,,,,,,,1979,1
684663,3,,1,2,,,,,,2,,,,,,2,,1,4,0,1,1,2,1,1983,,,,1
684664,3,,1,2,,,,,,2,,,,,,2,,2,,,1,1,2,1,1965,,,,1
684665,3,,2,2,,,,,,2,,,,,,2,,1,0,1,1,2,2,1,1978,,,,1
684671,3,,2,1,2,1,1,1933,,1,1,9,,1940,,1,2,1,8,4,2,,,,,,,1986,1
684673,3,,1,2,,,,,,2,,,,,,1,1,1,3,1,2,,,,,,,,1
684675,3,,2,1,7,1,2,1904,,1,7,9,,1910,,1,1,1,6,3,2,,,,,,,1979,1
684684,3,,2,1,5,6,4,1899,,1,4,9,,1915,,2,,2,,,2,,,,,,,1970,1
684689,3,,3,1,2,1,2,1924,,1,2,9,,1926,,2,,1,2,2,1,1,1,,,,,,1
684722,3,,2,1,2,1,2,1920,,1,2,9,,1926,,2,,1,3,2,1,1,2,2,1983,,,1982,1
684727,3,,4,1,2,1,2,1917,,1,2,9,,1924,,2,,2,,,1,2,2,2,1976,,,1973,0
684740,3,,1,1,2,1,4,1959,,1,2,9,,1962,,1,3,1,0,2,2,,,,,,,1999,1
684752,3,,3,2,,,,,,2,,,,,,2,,2,,,2,,,,,,2,,1
684784,3,,2,1,2,1,2,1921,,1,1,9,,1925,,1,2,1,3,2,1,1,1,,,,,1974,1
684793,3,,3,1,2,1,3,1940,,1,1,9,,1942,,1,3,1,3,1,2,,,,,,,2005,1
684797,3,,1,2,,,,,,2,,,,,,2,,1,2,1,1,2,2,1,1972,,,1970,1
684803,3,,1,1,2,1,2,,,1,2,9,,,,1,2,2,,,2,,,,,,2,,1
684819,3,,3,1,2,10,,1929,,1,2,10,,1933,,1,1,1,5,2,2,,,,,,,1995,0
684839,3,,1,2,,,,,,2,,,,,,2,,1,2,0,2,,,,,,,,1
684856,3,,3,1,1,1,1,1924,,1,1,9,,1933,,1,1,1,2,2,2,,,,,,,1984,1
684864,3,,1,2,,,,,,2,,,,,,2,,2,,,1,2,2,1,1952,,,,1
684866,3,,1,1,1,1,4,1925,,1,1,9,,1949,,2,,1,3,2,2,,,,,,2,,1
684882,3,,2,1,1,1,4,1896,,1,1,9,,1900,,2,,2,,,1,2,2,1,1950,,,,1
684885,3,,2,1,3,4,3,1920,,1,1,9,,1924,,1,1,1,7,4,2,,,,,,,1983,1
684886,3,,2,1,1,1,3,1930,,1,1,9,,1936,,1,4,1,5,3,2,,,,,,,2004,1
684895,3,,1,1,1,1,1,1915,,1,2,9,,1918,,2,,1,3,1,2,,,,,,,1961,1
684919,3,,1,1,2,1,4,1906,,1,2,9,,1909,,2,,1,0,2,1,1,2,1,1965,,,1965,1
684927,3,,2,1,2,1,1,1895,,1,2,1,1,1902,,2,,2,,,2,,,,,,2,,1
684928,3,,1,1,2,1,4,1884,,1,2,8,4,1890,,2,,1,1,1,1,1,2,2,1948,,,,1
684937,3,,1,1,2,1,4,1909,,1,2,9,,1912,,1,1,1,1,1,1,1,1,,,,,1972,1
684973,3,,1,1,2,1,2,1930,,1,2,9,,1931,,1,2,1,2,2,2,,,,,,,1985,1
684988,3,,2,1,2,9,,1920,,1,2,9,,1923,,2,,2,,,1,1,2,1,1970,,,1967,1
684992,3,,4,1,2,1,2,1940,,1,2,9,,1944,,1,2,1,1,1,2,,,,,,2,,1
685002,3,,3,1,4,2,4,1914,,1,2,9,,1916,,2,,1,1,1,2,,,,,,2,,1
685016,3,,3,2,,,,,,2,,,,,,1,3,1,2,1,1,1,1,,,,,1978,1
685024,3,,1,2,,,,,,2,,,,,,1,1,1,2,1,1,3,2,1,1980,,,1977,1
685026,3,,1,1,1,1,2,1936,,1,1,9,,1939,,1,2,1,2,5,2,,,,,,,1984,1
685045,3,,2,1,2,1,1,1899,,1,2,9,,1899,,2,,1,1,4,1,2,2,1,1962,,,1961,1
685052,3,,4,1,1,9,,1956,,1,1,9,,1962,,1,4,1,3,3,2,,,,,,,2001,1
685056,3,,2,1,5,4,4,1898,,1,4,8,4,1914,,2,,1,1,0,1,3,2,1,1963,,,,1
685058,3,,1,1,2,1,2,1921,,1,1,9,,1924,,2,,1,3,1,1,1,2,2,1984,0,,2001,0
685068,3,,2,1,3,8,4,1921,,1,4,3,3,1923,,1,1,1,1,0,2,,,,,,,1989,1
685085,3,,2,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,,1
685096,3,,4,2,,,,,,2,,,,,,1,2,1,2,0,2,,,,,,2,,1
685097,3,,4,1,4,3,3,1938,,1,3,2,4,1941,,1,2,1,0,1,2,,,,,,2,,1
685100,3,,3,2,,,,,,2,,,,,,1,1,1,1,2,1,1,2,1,1978,,,1976,1
685103,3,,2,1,5,6,2,1934,,1,2,9,,1935,,2,,2,,,2,,,,,,2,,0
685124,3,,4,1,2,8,4,1916,,1,1,8,4,1917,,1,1,1,1,0,1,1,1,,,,,1976,1
685129,3,,3,1,2,1,4,1943,,1,1,9,,1948,,1,3,1,1,4,2,,,,,,,1991,1
685130,3,,2,1,2,1,1,1894,,1,1,9,,1903,,2,,1,2,0,1,4,2,2,1958,,,1957,1
685132,3,,3,1,4,2,3,1905,,1,4,9,,1911,,2,,1,3,2,1,3,2,2,1968,,2,,1
685146,3,,2,1,2,9,,1920,,1,2,9,,1921,,2,,1,1,1,1,1,2,2,1975,,2,,1
685148,3,,4,1,2,8,4,1896,,1,2,9,,1900,,2,,1,2,5,1,1,2,1,1979,,,1978,1
685149,3,,4,1,1,1,1,1924,,1,1,9,,1924,,1,2,1,0,2,1,1,2,1,1980,,,1978,1
685150,3,,1,1,2,1,4,1919,,1,2,9,,1923,,2,,1,0,1,2,,,,,,2,,1
685153,3,,1,1,1,1,1,1901,,1,1,9,,1913,,2,,1,1,0,1,2,2,2,1958,,,1957,1
685164,3,,3,1,2,1,4,1930,,1,2,9,,1931,,1,2,1,1,4,2,,,,,,,1991,1
685192,3,,1,1,2,1,2,1925,,1,2,9,,1929,,1,2,1,4,1,1,2,2,1,1974,,,1973,1
685196,3,,2,1,2,1,2,1944,,1,3,1,3,1945,,1,4,2,,,2,,,,,,,1995,1
685200,3,,1,1,3,2,3,1933,,1,2,9,,1935,,1,3,1,2,2,2,,,,,,,1985,1
685201,3,,1,1,2,1,2,1944,,1,2,9,,1947,,1,2,1,7,1,2,,,,,,,1994,1
685206,3,,1,1,2,1,2,1916,,1,2,9,,1916,,1,2,1,8,6,1,2,2,1,1985,,,1985,1
685258,3,,1,1,3,9,,,,1,3,9,,,,2,,1,1,0,2,,,,,,2,,1
685284,3,,1,2,,,,,,2,,,,,,2,,2,,,1,1,2,1,1954,,,,1
685296,3,,2,1,2,1,4,1946,,1,2,9,,1947,,1,4,1,1,1,2,,,,,,,1990,0
685297,3,,2,1,1,8,1,1891,,1,1,8,1,1900,,2,,2,,,1,3,2,1,1957,,,,0
685299,3,,3,1,2,8,4,1936,,1,2,9,,1948,,1,3,1,1,0,2,,,,,,,1992,0
685300,3,,1,2,,,,,,2,,,,,,2,,1,1,1,1,2,2,1,1971,,,,1
685301,3,,1,1,2,1,2,1955,,1,1,9,,1959,,1,4,1,1,1,2,,,,,,,2001,1
685323,3,,3,2,,,,,,2,,,,,,2,,1,3,4,1,2,2,2,1960,,,,1
685357,3,,1,2,,,,,,2,,,,,,1,4,1,4,1,2,,,,,,,1995,1
685367,3,,3,1,2,1,4,1941,,1,2,9,,1946,,1,4,1,2,5,2,,,,,,,2002,1
685368,3,,4,2,,,,,,1,1,9,,1936,,1,2,1,6,3,2,,,,,,,1987,1
685378,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,,1
685394,3,,1,1,1,1,2,1931,,1,1,1,2,1931,,1,3,1,2,4,2,,,,,,,1992,1
685423,3,,2,1,2,1,2,1915,,1,2,9,,1917,,1,2,1,0,2,1,2,2,1,1974,,,1971,1
685451,3,,1,1,2,1,2,1895,,1,2,9,,1897,,2,,1,1,4,1,1,1,,,,,1956,1
685454,3,,2,1,1,8,1,1889,,1,3,9,,1893,,2,,2,,,2,,,,,,2,,1
685466,3,,3,1,1,8,1,1892,,1,1,8,1,1902,,2,,1,0,1,1,2,2,1,1967,,,1966,1
685481,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,,1
685487,3,,3,1,4,6,5,1942,,1,4,8,5,1942,,1,2,1,2,0,2,,,,,,2,,0
685503,3,,2,1,2,8,4,1895,,1,2,8,4,1910,,2,,1,1,0,1,3,2,1,1962,0,,,1
685505,3,,1,1,2,1,1,1890,,1,2,9,,1899,,2,,1,1,0,1,2,2,2,1971,,2,,1
685517,3,,1,1,3,2,3,1923,,1,2,9,,1932,,1,1,1,3,1,2,,,,,,,1986,1
685528,3,,2,1,2,8,1,1896,,1,1,9,,1909,,2,,1,2,4,1,1,1,,,,2,,0
685534,3,,2,1,4,2,3,1947,,1,4,2,4,1950,,1,2,1,0,1,2,,,,,,,2002,1
685537,3,,4,2,,,,,,2,,,,,,2,,1,5,4,1,1,2,2,1983,,,1972,1
685542,3,,1,1,1,1,4,1920,,1,1,9,,1928,,2,,1,2,1,2,,,,,,,1984,1
685543,3,,1,1,2,9,,1940,,1,1,9,,1942,,1,2,1,1,1,2,,,,,,,1989,1
685546,3,,3,1,2,1,1,1931,,1,2,1,4,1933,,1,2,1,1,1,1,1,2,1,1981,,,1980,0
685548,3,,3,1,2,1,2,1890,,1,2,9,,1892,,2,,1,1,1,1,2,2,1,1963,,,1959,0
685560,3,,1,1,1,8,1,1910,,1,1,8,1,1914,,2,,1,4,4,1,2,2,1,1970,,,,0
685582,3,,3,1,2,8,1,1904,,1,2,1,2,1906,,2,,1,1,1,2,,,,,,,1968,1
685588,3,,2,1,2,2,2,1931,,1,2,1,2,1931,,1,2,1,1,4,1,1,2,2,1987,,,1983,1
685589,3,,3,1,2,1,1,1919,,1,2,1,1,1920,,2,,1,4,2,1,2,2,1,1968,,,1966,1
685591,3,,3,1,2,1,4,1955,2,1,2,9,,1958,2,1,4,1,3,1,2,,,,,,,2007,1
685622,3,,1,1,2,1,2,1925,,1,2,9,,1926,,2,,1,4,5,1,3,2,2,1974,,,1973,1
685627,3,,1,1,2,1,3,1922,,1,2,9,,1922,,1,3,1,1,1,2,,,,,,,1981,1
685630,3,,2,2,,,,,,1,1,1,3,1930,2,1,1,1,1,1,1,1,1,,,1,,1973,0
685641,3,,1,1,1,1,1,1908,,1,1,9,,1913,,1,1,2,,,1,1,2,1,1970,,,1968,1
685647,3,,2,1,2,1,1,1935,,1,2,9,,1937,,2,,1,3,2,2,,,,,,,1980,1
685650,3,,1,1,1,8,4,1897,,1,1,9,,1900,,2,,1,3,0,2,,,,,,2,,1
685664,3,,1,1,2,7,4,1930,,1,3,4,4,1933,,1,2,1,1,2,2,,,,,,2,,1
685673,3,,1,2,,,,,,2,,,,,,2,,1,3,4,1,3,2,1,1970,,,,1
685681,3,,2,1,2,7,1,1890,,1,2,9,,1891,,2,,1,0,1,2,,,,,,2,,1
685695,3,,3,1,2,1,3,1908,,1,2,9,,1914,,2,,2,,,2,,,,,,2,,0
685727,3,,1,2,,,,,,2,,,,,,2,,1,0,3,1,2,2,1,1953,,,,1
685733,3,,4,1,1,1,4,1913,,1,2,9,,1913,,2,,1,0,1,1,1,2,2,1966,,,,1
685734,3,,4,1,2,8,1,1910,,1,2,9,,1915,,2,,1,0,2,2,,,,,,,,1
685742,3,,1,1,1,8,1,1891,,1,1,8,1,1893,,2,,2,,,1,1,2,2,1948,,,1947,1
685747,3,,1,1,1,8,1,1892,,1,2,8,1,1908,,2,,2,,,1,3,2,1,1959,,,1958,1
685769,3,,2,1,1,8,1,1897,,1,1,10,,1906,,2,,1,0,1,1,2,2,2,1958,,,,0
685780,3,,1,1,1,1,4,1916,,1,3,2,4,1926,,1,3,2,,,1,1,2,1,1982,0,,2000,1
685793,3,,2,1,3,2,3,1947,,1,3,8,4,1948,,1,2,1,1,1,2,,,,,,2,,1
685805,3,,2,1,1,1,4,1920,,1,1,9,,1927,,1,1,1,5,5,1,2,2,1,1973,,,1973,0
685812,3,,4,1,2,1,2,1945,,1,2,9,,1947,,1,3,1,2,3,2,,,,,,,2001,1
685816,3,,1,1,2,9,,1910,,1,2,9,,1917,,2,,1,0,4,1,1,2,2,1964,,,,1
685836,3,,1,1,2,1,2,1923,,1,2,9,,1930,,1,3,2,,,2,,,,,,,1974,1
685854,3,,3,1,1,1,2,1917,,1,1,9,,1919,,1,1,1,4,6,2,,,,,,,1979,1
685873,3,,2,1,1,1,1,1912,,1,1,9,,1927,,2,,1,1,5,1,1,2,1,1981,,,1980,0
685874,3,,2,2,,,,,,2,,,,,,2,,1,1,0,1,4,2,2,1956,,,,0
685890,3,,2,1,2,2,3,1914,,1,2,9,,1923,,1,1,1,2,1,2,,,,,,,1985,1
685891,3,,2,2,,,,,,2,,,,,,2,,1,4,4,1,2,2,2,1970,,,1969,1
685895,3,,1,1,2,8,4,1900,,1,2,9,,1903,,2,,2,,,1,1,1,,,,,1974,1
685902,3,,2,1,2,1,2,1910,,1,2,9,,1913,,2,,1,2,3,1,1,1,,,,,,1
685903,3,,1,1,2,1,1,1930,,1,2,1,1,1934,,2,,1,3,5,2,,,,,,,1993,1
685905,3,,2,1,2,8,1,1922,,1,2,8,4,1917,,2,,1,2,1,2,,,,,,,1983,1
685906,3,,1,1,1,8,1,1918,,1,1,9,,1922,,2,,1,0,1,1,2,2,2,1978,,,1975,1
685908,3,,4,2,,,,,,2,,,,,,2,,2,,,2,,,,,,2,,1
685930,3,,3,1,2,1,2,1904,,1,2,9,,1915,,2,,2,,,1,2,2,1,1964,,,1963,1
685931,3,,1,1,2,1,2,1942,,1,2,9,,1938,,1,4,1,1,2,2,,,,,,,2002,1
685942,3,,2,1,2,9,,1917,,1,3,9,,1915,,2,,1,1,2,1,2,2,1,1974,,,1973,1
685956,3,,3,1,2,1,2,1927,,1,2,9,,1929,,1,2,1,2,2,2,,,,,,,1978,1
685965,3,,1,2,,,,,,2,,,,,,2,,1,4,2,1,2,2,1,1976,,,1970,1
685969,3,,1,2,,,,,,2,,,,,,2,,1,0,1,1,3,2,2,1968,0,,1968,1
685970,3,,1,2,,,,,,2,,,,,,3,,1,1,1,2,,,,,,,1995,1
686006,3,,4,1,2,1,2,1941,,1,2,9,,1944,,1,4,1,0,1,2,,,,,,,1997,1
686009,3,,1,1,2,1,1,1906,,1,2,9,,1903,,2,,1,2,0,1,1,2,1,1978,,,1972,1
686014,3,,1,1,1,8,4,1920,,1,1,9,,1925,,2,,1,5,2,2,,,,,,,1992,1
686019,3,,2,1,3,8,1,1905,,1,3,9,,1910,,2,,2,,,1,3,2,2,1968,,,1968,0
686032,3,,2,1,2,1,2,1906,,1,2,9,,1917,,2,,1,0,1,1,2,2,1,1961,,,1957,1
686073,3,,3,1,2,8,1,1899,1,1,1,9,,1895,1,2,,1,1,0,1,1,2,2,1954,0,,1952,0
686091,3,,1,1,2,8,1,1903,,1,2,8,1,1911,,1,1,1,0,3,1,1,2,2,1972,,,2008,1
686092,3,,1,1,2,1,1,1888,,1,2,9,,1892,,2,,2,,,1,2,2,2,1960,,,1958,1
686094,3,,1,1,2,1,2,1895,,1,2,9,,1901,,2,,1,0,1,1,2,2,2,1961,,,,1
686103,3,,2,1,1,8,4,1907,,1,1,9,,1910,,2,,1,3,4,1,2,2,1,1965,,,1969,1
686133,3,,2,1,2,8,2,1912,,1,2,9,,1914,,2,,1,0,1,1,2,1,,,,,,1
686134,3,,2,1,5,9,,1913,,1,2,9,,1910,,2,,1,1,2,1,1,2,1,1979,,,1973,1
686135,3,,2,1,2,1,3,1916,,1,2,9,,1917,,2,,1,1,1,1,1,2,2,1981,1,,1990,1
686172,3,,2,1,5,6,4,1920,,1,4,9,,,,2,,2,,,1,1,2,1,1979,,,1978,1
686173,3,,3,1,2,9,,1917,,1,2,9,,1924,,2,,2,,,1,1,2,1,1979,,,2001,1
686178,3,,2,1,2,1,4,1915,,1,2,9,,1913,,2,,1,2,1,1,1,2,2,1979,,,1978,1
686183,3,,4,1,4,4,2,1928,,1,4,9,,1929,,2,,1,2,0,2,,,,,,,1985,0
686184,3,,2,1,2,1,5,1906,,1,1,9,,1905,,2,,1,4,3,1,3,2,1,1968,,,1974,0
686185,3,,1,1,2,1,2,1932,,1,1,9,,1937,,1,1,1,1,0,2,,,,,,2,,1
686190,3,,1,1,2,1,2,1917,,1,1,9,,1914,,2,,1,3,2,1,1,2,1,1968,,,1967,1
686233,3,,1,2,,,,,,2,,,,,,1,2,2,,,2,,,,,,2,,1
686234,3,,1,1,3,2,4,1931,,1,5,3,3,1934,,1,2,1,0,1,1,1,2,2,1994,,2,,1
686235,3,,2,1,3,2,4,1931,,1,5,3,3,1934,,1,2,1,0,1,1,1,2,1,1993,,2,,1
686237,3,,1,1,2,8,4,1901,,1,2,9,,1911,,2,,1,0,2,1,2,2,2,1965,,,,1
686253,3,,2,1,2,1,1,1930,,1,2,9,,1935,,1,2,1,1,3,2,,,,,,2,,1
686259,3,,2,1,1,8,1,1895,,1,1,9,,1905,,2,,1,1,0,1,2,2,1,1973,,,,1
686286,3,,1,1,2,8,4,1892,,1,1,9,,1896,,2,,1,1,3,1,3,2,2,1955,,,,1
686289,3,,1,1,1,1,1,1910,,1,1,1,1,1913,,2,,1,0,2,1,2,2,1,1972,,,1972,1
686293,3,,1,2,,,,,,2,,,,,,2,,1,0,1,1,2,2,2,1961,,,,1
686304,3,,2,1,2,1,1,1923,,1,2,1,1,,,1,2,1,2,1,2,,,,,,,1996,0
686314,3,,1,1,2,8,1,1911,,1,1,9,,1915,,2,,1,1,0,2,,,,,,2,,1
686318,3,,1,1,2,1,2,1933,,1,2,9,,1936,,1,2,2,,,2,,,,,,,1988,1
686325,3,,1,1,1,8,1,1893,,1,1,9,,1900,,2,,2,,,2,,,,,,,,1
686373,3,,1,1,4,2,3,1945,,1,3,9,,1950,,1,2,1,0,1,2,,,,,,2,,1
686374,3,,1,1,1,1,1,1955,2,1,1,9,,1960,2,1,1,1,2,3,2,,,,,,2,,1
686391,3,,2,1,2,8,1,1907,,1,2,9,,1912,,2,,1,1,0,1,2,2,2,1974,,,1974,1
686397,3,,1,1,3,8,4,1953,,1,4,8,4,1955,,1,4,1,2,1,2,,,,,,,2003,0
686423,3,,2,1,2,8,1,1907,,1,1,9,,1912,,2,,1,2,2,1,2,2,1,1965,,,1963,1
686429,3,,2,1,2,2,3,1901,,1,2,9,,1912,,2,,1,1,0,1,2,2,2,1957,,,,1
686433,3,,1,2,,,,,,2,,,,,,2,,1,1,1,2,,,,,,,1971,1
686492,3,,1,1,2,8,4,1924,,1,2,8,4,1926,,2,,2,,,2,,,,,,,1994,1
686494,3,,1,1,4,9,,1923,,1,4,9,,1925,,2,,1,1,0,1,1,2,2,1977,,,1975,1
686495,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,2,,1
686500,3,,1,1,3,1,1,1940,,1,2,8,4,1945,,1,2,1,1,1,2,,,,,,,1991,1
686501,3,,2,1,2,8,1,1911,,1,2,9,,1913,,2,,1,2,0,2,,,,,,,,1
686508,3,,1,1,2,8,4,1904,,1,2,9,,1904,,2,,1,0,2,2,,,,,,2,,0
686522,3,,1,2,,,,,,2,,,,,,2,,2,,,1,2,2,1,1950,,,,1
686528,3,,3,1,2,1,1,1937,,1,1,9,,1937,,1,2,1,2,0,2,,,,,,2,,0
686534,3,,1,1,2,2,2,1938,,1,2,9,,1950,,1,3,1,2,6,2,,,,,,,1989,1
686538,3,,2,1,1,8,1,1878,,1,1,9,,1883,,2,,1,0,1,1,2,2,2,1952,,,,1
686543,3,,2,1,2,7,4,1919,,1,2,7,4,1917,,1,1,1,1,1,2,,,,,,,1985,1
686558,3,,1,2,,,,,,2,,,,,,2,,1,4,4,1,3,2,2,1967,,,1962,1
686559,3,,2,1,7,1,1,1898,,1,7,9,,1892,,2,,2,,,1,1,2,1,1947,,,,0
686571,3,,3,1,2,1,2,1929,,1,1,9,,1922,,1,2,1,0,1,1,1,2,1,1977,,,,0
686579,3,,1,1,2,9,,1908,,1,2,9,,1908,,2,,2,,,1,2,2,1,1968,,,,1
686601,3,,3,2,,,,,,2,,,,,,2,,1,0,2,1,1,1,,,,,,1
686602,3,,1,2,,,,,,2,,,,,,2,,2,,,1,3,2,1,1946,,,,1
686634,3,,1,1,1,1,1,1938,2,1,1,9,,1942,2,1,3,1,9,4,2,,,,,,,1998,1
686645,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,,1
686657,3,,2,1,2,1,2,1914,,1,2,9,,1922,,2,,1,2,2,2,,,,,,,1977,1
686658,3,,3,1,2,8,4,1910,,1,1,9,,1911,,2,,1,4,0,1,1,2,1,1967,,2,,1
686661,3,,2,1,2,1,1,1921,,1,2,1,1,1921,,2,,1,3,1,1,1,2,1,1978,,,1977,1
686694,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,2,,1
686713,3,,2,2,,,,,,2,,,,,,2,,2,,,1,2,2,1,1949,,,,1
686714,3,,1,1,2,1,1,1927,,1,2,9,,1934,,1,1,1,1,1,2,,,,,,2,,1
686715,3,,2,1,1,1,4,1931,,1,1,9,,1929,,1,2,1,2,3,1,1,1,,,,2,,1
686717,3,,1,1,2,1,1,1929,,1,2,9,,1931,,1,2,1,4,4,2,,,,,,2,,1
686730,3,,1,1,3,8,4,1948,,1,3,1,2,1953,,1,4,1,0,2,2,,,,,,,1995,1
686741,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,2,,1
686742,3,,1,2,,,,,,2,,,,,,2,,1,2,2,1,1,2,2,1977,,,1976,1
686744,3,,2,2,,,,,,2,,,,,,2,,2,,,1,2,2,1,1958,,,,1
686747,3,,1,2,,,,,,2,,,,,,2,,1,4,2,2,,,,,,,1990,1
686748,3,,2,2,,,,,,2,,,,,,1,2,1,0,2,2,,,,,,2,,1
