nquest,pro1,pro2,pro3,pro4,pro5,pro6,tipoimm,quopro,pro7,pro8,pro9,pro10,anposs,supab,ancostr,supte,suptm,usoimm,valabit,affitto,affeff,affimp,poss,immdove,immreg,immest
686314,1,,,,,,7,100,0,0,0,0,,,,,2500,9,50000,2,0,1000,1,1,,
686325,1,,,,,,1,100,0,0,0,0,1997,30,1800,,,4,65000,1,3600,,3,1,,
686325,1,,,,,,1,100,0,0,0,0,1990,35,1961,,,4,70000,1,3600,,1,1,,
686543,1,,,,,,1,100,0,0,0,0,1993,100,1968,,,8,100000,2,0,500,3,1,,
686543,2,,,,,,1,100,0,0,0,0,2012,25,1200,,,8,100000,2,0,600,2,1,,
686543,2,,,,,,1,100,0,0,0,0,1998,160,1980,,,8,150000,2,0,500,1,2,18,
686558,1,2,,,,,1,100,0,0,0,0,1970,70,1950,,,1,60000,2,0,2000,3,2,18,
686558,1,,,,,,1,100,0,0,0,0,1955,76,1952,,,14,80000,2,0,6000,1,1,,
686558,1,2,,,,,1,100,0,0,0,0,1960,80,1950,,,14,80000,2,0,7000,1,1,,
686657,2,,,,,,1,50,0,0,0,0,2010,60,1970,,,4,90000,1,400,,3,1,,
686657,1,2,,,,,1,100,0,0,0,0,1990,70,1800,,,1,100000,2,0,3500,6,1,,
686657,2,,,,,,5,50,0,0,0,0,2010,400,1960,,,8,100000,2,0,1000,3,1,,
686763,1,,,,,,7,100,0,0,0,0,,,,,8000,9,7000,2,0,1000,1,1,,
686763,1,,,,,,7,100,0,0,0,0,,,,1,,9,10000,2,0,1000,1,1,,
686763,1,,,,,,7,100,0,0,0,0,,,,2,,9,20000,2,0,2000,1,1,,
686763,1,,,,,,1,100,0,0,0,0,2006,50,1996,,,1,40000,2,0,1500,3,1,,
686763,1,,,,,,7,100,0,0,0,0,,,,7,,3,70000,2,0,5000,1,1,,
686763,1,,,,,,7,100,0,0,0,0,,,,8,,3,80000,2,0,8000,1,1,,
686763,1,,,,,,3,100,0,0,0,0,1996,100,1996,,,2,100000,2,0,5000,6,1,,
686763,1,,,,,,3,100,0,0,0,0,1996,100,1996,,,2,100000,2,0,5000,6,1,,
686870,1,,,,,,1,35,0,0,0,0,1999,70,1993,,,4,70000,1,2000,,3,1,,
686911,2,,,,,,7,100,0,0,0,0,,,,1,,8,20000,2,0,600,3,1,,
686913,1,2,,,,,7,100,0,0,0,0,,,,1,,9,10000,2,0,400,3,1,,
686913,1,2,,,,,1,100,0,0,0,0,1998,40,1997,,,3,20000,2,0,400,3,1,,
686940,1,2,,,,,1,100,0,0,0,0,2007,40,1983,,,1,100000,2,0,200,1,2,4,
686940,1,2,,,,,1,100,0,0,0,0,2005,45,1980,,,14,120000,2,0,500,1,1,,
687024,1,,,,,,1,100,0,0,0,0,1981,60,1920,,,1,150000,2,0,3600,3,1,,
687024,2,,,,,,1,100,0,0,0,0,2004,60,1900,,,1,150000,2,0,3600,3,1,,
687030,1,2,,,,,1,50,0,0,0,0,1980,130,1930,,,8,200000,2,0,500,1,1,,
687039,2,,,,,,7,100,0,0,0,0,,,,,1000,9,3000,2,0,500,3,1,,
687164,1,,,,,,7,30,0,0,0,0,,,,3,,9,10000,2,0,1200,3,1,,
687164,1,2,,,,,8,100,0,0,0,0,,,,1,,8,15000,2,0,2400,1,1,,
687164,2,,,,,,1,50,0,0,0,0,2009,60,1960,,,8,35000,2,0,3600,3,1,,
687164,1,,,,,,6,100,0,0,0,0,2004,100,1970,,,3,50000,2,0,2700,1,1,,
687165,2,,,,,,7,100,0,0,0,0,,,,10,,10,15000,2,0,1200,1,1,,
687165,2,,,,,,7,100,0,0,0,0,,,,26,,10,50000,2,0,2600,4,1,,
687250,1,2,,,,,1,100,0,0,0,0,2005,90,1980,,,1,200000,2,0,6000,1,1,,
687250,1,,,,,,1,50,0,0,0,0,1979,110,1960,,,15,200000,2,0,6000,3,1,,
687287,2,,,,,,8,100,0,0,0,0,,,,5,,11,20000,2,0,500,3,1,,
687303,1,,,,,,4,100,0,0,0,0,1970,30,1940,,,4,20000,1,2400,,5,1,,
687304,1,,,,,,7,75,0,0,0,0,,,,3,,11,50000,2,0,300,3,1,,
687305,2,,,,,,7,100,0,0,0,0,,,,,3500,9,10000,2,0,200,3,1,,
687327,1,2,,,,,1,100,0,0,0,0,2008,70,1990,,,1,160000,2,0,8400,1,1,,
687328,2,,,,,,7,100,0,0,0,0,,,,3,,8,25000,2,0,1200,3,1,,
687353,1,,,,,,1,100,0,0,0,0,1990,90,1970,,,8,80000,2,0,3000,3,1,,
687404,2,,,,,,1,100,0,0,0,0,2012,60,1945,,,15,200000,1,1200,,5,1,,
687404,2,,,,,,1,100,0,0,0,0,1994,80,1800,,,1,300000,2,0,6000,2,2,2,
687471,2,,,,,,7,100,0,0,0,0,,,,,1000,10,10000,2,0,1200,3,1,,
687569,1,,,,,,7,100,0,0,0,0,,,,4,,14,150000,2,0,4000,1,1,,
687569,1,,,,,,7,20,0,0,0,0,,,,20,,14,180000,2,0,5000,5,1,,
687576,1,2,,,,,7,100,0,0,0,0,,,,,400,9,3000,2,0,3000,1,1,,
687600,1,2,3,,,,1,100,0,0,0,0,2006,100,1950,,,8,300000,2,0,500,3,1,,
687685,1,,,,,,7,33,0,0,0,0,,,,1,,11,50000,2,0,300,3,1,,
687685,1,,,,,,1,33,0,0,0,0,2012,140,1920,,,8,60000,2,0,,3,1,,
687685,1,,,,,,1,33,0,0,0,0,1982,150,1963,,,14,200000,2,0,,3,1,,
687916,2,,,,,,6,100,0,0,0,0,1981,10,1980,,,3,25000,2,0,1800,6,1,,
687916,1,,,,,,1,100,0,0,0,0,2000,20,1920,,,1,40000,2,0,1200,1,1,,
687961,2,,,,,,7,100,0,0,0,0,,,,2,,14,30000,2,0,500,7,1,,
687990,1,2,,,,,1,100,0,0,0,0,1950,90,1935,,,14,100000,2,0,5000,3,1,,
687990,1,2,,,,,4,100,0,0,0,0,1950,180,1935,,,5,150000,1,12000,,3,1,,
687992,1,2,,,,,7,100,0,0,0,0,,,,5,,9,10000,2,0,700,1,1,,
687992,2,,,,,,1,100,0,0,0,0,2007,60,1950,,,14,30000,2,0,1200,1,1,,
687993,2,,,,,,1,100,0,0,0,0,1990,40,1950,,,8,20000,2,0,1000,3,1,,
688009,1,,,,,,1,100,0,0,0,0,2003,80,2000,,,3,120000,2,0,7200,2,1,,
688086,1,2,,,,,1,100,0,0,0,0,1994,50,1900,,,1,200000,2,0,500,1,1,,
688139,1,,,,,,1,100,0,0,0,0,2010,35,1955,,,4,80000,1,6200,,1,1,,
688139,1,,,,,,1,100,0,0,0,0,2009,30,1930,,,4,90000,1,6000,,1,1,,
688139,1,2,,,,,1,100,0,0,0,0,2011,30,1963,,,4,90000,1,6000,,1,1,,
688275,1,,,,,,7,100,0,0,0,0,,,,1,,9,15000,2,0,700,3,1,,
688277,2,,,,,,7,100,0,0,0,0,,,,1,,9,40000,2,0,300,3,1,,
688277,1,2,,,,,7,100,0,0,0,0,,,,1,,9,70000,2,0,500,1,1,,
688277,1,,,,,,1,50,0,0,0,0,2011,280,1850,,,14,200000,2,0,12000,3,1,,
688287,1,2,,,,,1,100,0,0,0,0,1994,68,1993,,,14,150000,2,0,3000,1,1,,
688287,2,,,,,,1,100,0,0,0,0,2004,90,1946,,,14,180000,2,0,4000,1,1,,
688360,2,,,,,,1,100,0,0,0,0,1960,60,1958,,,4,100000,1,3000,,3,1,,
688360,2,,,,,,1,100,0,0,0,0,1960,60,1958,,,4,100000,1,3000,,3,1,,
688360,2,,,,,,1,60,0,0,0,0,1958,60,1958,,,4,120000,1,3000,,3,1,,
688360,2,,,,,,1,100,0,0,0,0,1958,55,1958,,,4,135000,1,3000,,3,1,,
688385,1,,,,,,7,100,0,0,0,0,,,,1,,9,40000,2,0,100,3,1,,
688390,1,,,,,,7,100,0,0,0,0,,,,2,,9,40000,2,0,,3,1,,
688390,1,,,,,,1,50,0,0,0,0,2002,180,1900,,,8,150000,2,0,400,3,1,,
700410,1,,,,,,5,100,0,0,0,0,2012,200,1961,,,2,120000,2,0,400,1,1,,
700622,1,2,,,,,1,100,0,0,0,0,1990,75,1975,,,4,200000,1,6000,,1,1,,
701361,1,2,,,,,6,100,0,0,0,0,2005,17,2004,,,2,20000,2,0,200,1,1,,
701361,1,2,,,,,6,100,0,0,0,0,2006,17,2005,,,2,20000,2,0,50,2,1,,
701361,1,2,,,,,6,100,0,0,0,0,2006,34,2003,,,2,40000,2,0,100,1,1,,
701514,1,,,,,,1,50,0,0,0,0,1996,40,1980,,,14,150000,2,0,3000,1,1,,
701514,1,,,,,,1,50,0,0,0,0,1988,110,1979,,,14,180000,2,0,6000,2,1,,
701579,2,,,,,,1,100,0,0,0,0,1990,66,1925,,,14,120000,2,0,3600,3,1,,
701579,2,,,,,,1,100,0,0,0,0,2012,68,1980,,,14,130000,2,0,4000,2,1,,
701800,1,,,,,,3,20,0,0,0,0,1994,1000,1975,,,2,250000,2,0,60000,1,1,,
702643,1,2,3,,,,4,100,0,0,0,0,2010,50,2000,,,2,60000,2,0,250,3,1,,
702656,1,2,,,,,2,100,0,0,0,0,1992,130,1990,,,4,150000,1,2400,,1,1,,
702656,2,,,,,,7,100,0,0,0,0,,,,7,,12,210000,1,2000,,3,1,,
702656,1,2,,,,,1,100,0,0,0,0,1997,200,1890,,,14,1000000,2,0,1000,3,1,,
702853,1,,,,,,6,100,0,0,0,0,1989,15,1950,,,4,15000,2,0,80,1,1,,
702853,1,,,,,,6,100,0,0,0,0,1995,15,1986,,,2,15000,2,0,80,1,1,,
702853,2,,,,,,1,66,0,0,0,0,1971,100,1920,,,1,140000,2,0,200,1,2,19,
702853,1,2,,,,,1,100,0,0,0,0,1985,118,1985,,,4,225000,1,7800,,2,1,,
703258,1,,,,,,1,50,0,0,0,0,1987,140,1938,,,14,400000,2,0,300,3,1,,
703808,2,,,,,,7,100,0,0,0,0,,,,5,,9,70000,2,0,1000,3,1,,
703808,2,,,,,,1,100,0,0,0,0,2012,40,1970,,,7,130000,1,6000,,3,1,,
703808,2,,,,,,1,100,0,0,0,0,2012,40,1970,,,7,130000,1,6000,,3,1,,
703808,1,,,,,,1,100,0,0,0,0,2009,40,1998,,,1,250000,1,2000,,3,1,,
703830,2,,,,,,7,50,0,0,0,0,,,,4,,8,120000,2,0,2000,3,1,,
703830,2,,,,,,1,50,0,0,0,0,2012,100,1925,,,3,200000,2,0,5000,3,1,,
704132,1,,,,,,6,100,0,0,0,0,1985,16,1984,,,3,25000,2,0,1500,2,1,,
704132,1,,,,,,6,100,0,0,0,0,1984,16,1984,,,3,25000,2,0,1500,2,1,,
704132,1,,,,,,1,100,0,0,0,0,1997,50,1984,,,4,60000,1,3600,,1,1,,
704160,1,,,,,,7,100,0,0,0,0,,,,30,,12,9000,1,2500,,1,1,,
704160,1,,,,,,1,100,0,0,0,0,1980,200,1900,,,4,150000,1,6000,,1,1,,
704160,1,,,,,,1,100,0,0,0,0,1959,150,1959,,,4,200000,1,9000,,6,1,,
704743,1,,,,,,7,100,0,0,0,0,,,,,1600,9,3000,2,0,1000,3,1,,
704743,1,,,,,,1,25,0,0,0,0,1983,100,1900,,,3,300000,2,0,400,3,1,,
704927,3,,,,,,7,100,0,0,0,0,,,,,1000,3,30000,2,0,1000,1,1,,
705637,1,,,,,,7,100,0,0,0,0,,,,,6500,3,180000,2,0,100,4,1,,
705637,1,,,,,,1,100,0,0,0,0,1960,100,1800,,,1,200000,2,0,300,3,1,,
706448,1,,,,,,1,50,0,0,0,0,1996,75,1995,,,14,150000,2,0,8000,2,1,,
706727,2,,,,,,1,100,0,0,0,0,1968,110,1959,,,3,100000,2,0,300,5,1,,
706727,2,,,,,,1,100,0,0,0,0,1995,120,1700,,,1,350000,2,0,2000,1,2,10,
706727,2,,,,,,1,100,0,0,0,0,1999,250,1970,,,1,500000,2,0,2000,1,1,,
706822,1,2,,,,,7,100,0,0,0,0,,,,,5000,9,15000,2,0,400,1,1,,
706832,3,,,,,,1,100,0,0,0,0,2011,120,2011,,,8,150000,2,0,5000,1,1,,
707106,1,,,,,,7,100,0,0,0,0,,,,,1500,14,20000,2,0,700,1,1,,
707307,1,,,,,,1,100,0,0,0,0,1998,100,1950,,,3,100000,2,0,500,3,1,,
707312,1,2,,,,,1,100,0,0,0,0,1999,100,1954,,,1,150000,2,0,4000,3,1,,
707344,1,,,,,,1,50,0,0,0,0,2007,100,1966,,,1,100000,2,0,5000,4,2,19,
707601,1,,,,,,1,50,0,0,0,0,1984,290,1984,,,15,300000,2,0,1000,6,1,,
707857,1,,,,,,1,100,0,0,0,0,2006,52,1700,,,1,100000,2,0,3600,1,2,19,
708009,1,,,,,,1,100,0,0,0,0,1987,90,1940,,,1,70000,2,0,500,3,2,12,
708030,2,,,,,,1,100,0,0,0,0,2000,50,1500,,,1,100000,2,0,250,3,2,13,
708044,1,,,,,,4,100,0,0,0,0,1990,60,1960,,,2,200000,2,0,24000,3,1,,
708447,1,,,,,,1,100,0,0,0,0,1988,130,1300,,,14,1000000,2,0,8400,1,1,,
708521,1,,,,,,7,100,0,0,0,0,,,,,4000,8,1000,2,0,200,3,2,18,
708521,1,,,,,,1,12,0,0,0,0,1995,35,1890,,,8,5000,2,0,120,3,2,18,
708521,1,,,,,,1,12,0,0,0,0,1995,35,1890,,,4,7000,1,1200,,3,2,18,
709423,2,,,,,,7,100,0,0,0,0,,,,,600,9,5000,2,0,500,3,1,,
709423,1,,,,,,1,100,0,0,0,0,2003,95,2002,,,4,120000,1,6600,,2,1,,
709426,1,2,,,,,1,100,0,0,0,0,1989,100,1960,,,14,150000,2,0,6000,1,1,,
709442,2,,,,,,1,100,0,0,0,0,2007,180,2007,,,13,180000,2,0,6000,2,1,,
709464,1,2,,,,,4,100,0,0,0,0,1980,60,1800,,,7,150000,1,800,,4,1,,
709470,1,2,,,,,1,100,0,0,0,0,2007,80,1954,,,14,70000,2,0,3500,4,1,,
709830,1,,,,,,1,100,0,0,0,0,1947,90,1947,,,14,150000,2,0,500,3,1,,
710064,1,2,,,,,4,100,0,0,0,0,1950,80,1945,,,2,200000,2,0,16000,3,1,,
710064,1,2,,,,,1,100,0,0,0,0,1955,100,1955,,,2,400000,2,0,1500,1,1,,
710064,1,2,,,,,3,100,0,0,0,0,1990,300,1970,,,8,500000,2,0,30000,6,1,,
710064,1,2,,,,,2,100,0,0,0,0,1965,250,1955,,,5,1500000,1,60000,,3,1,,
710303,2,,,,,,7,100,0,0,0,0,,,,1,,9,40000,2,0,600,3,1,,
710303,3,,,,,,3,100,0,0,0,0,2009,280,2009,,,2,70000,2,0,6000,6,1,,
710624,1,2,,,,,7,100,0,0,0,0,,,,,500,9,2000,2,0,100,5,1,,
710872,2,,,,,,7,20,0,0,0,0,,,,,2000,11,1000,2,0,100,3,1,,
710872,2,,,,,,1,20,0,0,0,0,2002,100,1970,,,8,40000,2,0,1200,3,1,,
710872,2,,,,,,1,50,0,0,0,0,1995,55,1985,,,1,50000,2,0,500,6,1,,
711107,1,2,,,,,1,16,0,0,0,0,2006,200,1920,,,8,300000,2,0,300,3,1,,
711153,1,2,,,,,7,100,0,0,0,0,,,,6,,10,250000,2,0,1000,3,1,,
711312,2,,,,,,1,100,0,0,0,0,2012,100,1965,,,14,90000,2,0,5000,1,1,,
711545,2,,,,,,6,100,0,0,0,0,1985,30,1950,,,3,25000,2,0,50,5,1,,
711624,1,,,,,,1,100,0,0,0,0,2010,100,1800,,,1,100000,2,0,3000,3,1,,
711660,1,,,,,,4,33,0,0,0,0,1994,210,1950,,,5,300000,1,8000,,3,1,,
712127,2,,,,,,7,100,0,0,0,0,,,,,3000,4,70000,1,100,,3,1,,
712127,1,2,,,,,1,100,0,0,0,0,2001,55,1850,,,4,130000,1,5100,,1,1,,
712127,2,,,,,,1,100,0,0,0,0,2012,70,1700,,,8,180000,2,0,6000,1,1,,
712132,1,2,,,,,4,100,0,0,0,0,1986,60,1900,,,2,100000,2,0,,1,1,,
712136,1,2,,,,,1,100,0,0,0,0,2001,70,1600,,,4,80000,1,3600,,1,1,,
712136,2,,,,,,1,100,0,0,0,0,1999,50,1960,,,6,100000,1,1200,,1,1,,
712136,1,,,,,,7,10,0,0,0,0,,,,,2500,3,100000,2,0,100,3,1,,
712136,1,2,,,,,1,100,0,0,0,0,2009,50,1982,,,1,125000,2,0,300,1,2,5,
712141,2,,,,,,2,100,0,0,0,0,2011,16,1900,,,2,50000,2,0,200,1,1,,
712509,2,,,,,,7,100,0,0,0,0,,,,,800,9,3000,2,0,500,5,1,,
712878,1,2,,,,,1,100,0,0,0,0,2006,70,1975,,,1,100000,2,0,200,3,2,1,
712905,1,2,,,,,1,100,0,0,0,0,2002,75,1972,,,8,120000,2,0,6000,1,1,,
712964,1,,,,,,1,100,0,0,0,0,2001,120,1974,,,14,200000,2,0,7000,5,1,,
713222,2,,,,,,3,100,0,0,0,0,2002,30,1997,,,3,5000,2,0,600,3,1,,
713222,1,,,,,,1,100,0,0,0,0,2011,80,1920,,,14,15000,2,0,1200,3,1,,
713247,1,,,,,,7,100,0,0,0,0,,,,,8000,11,6000,2,0,400,1,1,,
713319,1,2,,,,,1,100,0,0,0,0,2007,70,1990,,,4,100000,2,0,350,1,1,,
713319,1,2,,,,,7,100,0,0,0,0,,,,2,,11,150000,2,0,100,1,1,,
713319,1,2,,,,,4,100,0,0,0,0,1980,100,1980,,,2,200000,2,0,300,1,1,,
713400,1,2,,,,,7,100,0,0,0,0,,,,,6000,9,20000,2,0,300,1,1,,
713642,2,,,,,,2,100,0,0,0,0,1985,100,1985,,,2,400000,2,0,650,1,1,,
713811,1,,,,,,1,33,0,0,0,0,2009,180,1960,,,13,100000,2,0,350,3,1,,
713837,1,,,,,,7,50,0,0,0,0,,,,,2000,9,1000,2,0,100,3,1,,
713837,2,,,,,,1,100,0,0,0,0,2010,60,1991,,,13,100000,2,0,300,3,1,,
713854,1,,,,,,1,100,0,0,0,0,2005,60,2000,,,6,150000,1,420,,1,1,,
713873,1,,,,,,1,100,0,0,0,0,2003,50,1995,,,4,100000,1,5000,,1,1,,
713873,2,,,,,,3,33,0,0,0,0,1980,300,1980,,,2,200000,2,0,4000,2,1,,
714430,1,2,,,,,4,100,0,0,0,0,1995,60,1980,,,3,130000,2,0,7000,1,1,,
714430,1,2,,,,,1,100,0,0,0,0,1990,50,1980,,,4,170000,1,12000,,1,1,,
714437,1,2,,,,,7,100,0,0,0,0,,,,,2800,3,20000,2,0,1500,3,1,,
714437,2,,,,,,7,100,0,0,0,0,,,,,2800,3,20000,2,0,1500,1,1,,
714622,1,,,,,,1,100,0,0,0,0,1979,75,1979,,,1,150000,2,0,300,1,1,,
715001,1,,,,,,1,33,0,0,0,0,1974,75,1970,,,8,80000,2,0,2000,2,1,,
715001,1,,,,,,1,33,0,0,0,0,1975,130,1975,,,1,150000,2,0,2000,1,2,20,
715001,1,,,,,,1,33,0,0,0,0,1980,100,1960,,,3,300000,2,0,8000,1,2,7,
716500,1,2,,,,,1,100,0,0,0,0,2009,180,2005,,,8,180000,2,0,250,4,1,,
716512,2,,,,,,1,100,0,0,0,0,2000,120,1900,,,1,150000,2,0,300,3,1,,
716910,1,,,,,,1,100,0,0,0,0,2012,90,1964,,,14,120000,2,0,400,4,1,,
716937,1,,,,,,1,100,0,0,0,0,2009,103,1978,,,13,150000,2,0,500,1,2,15,
717044,1,,,,,,1,100,0,0,0,0,2003,65,1600,,,4,100000,1,5000,,3,1,,
717044,1,,,,,,1,100,0,0,0,0,1986,100,1955,,,4,300000,1,6000,,1,1,,
717242,1,,,,,,1,100,0,0,0,0,2003,100,1800,,,4,80000,1,3600,,3,1,,
717242,1,,,,,,7,100,0,0,0,0,,,,5,,10,100000,2,0,5000,3,1,,
717242,1,,,,,,1,33,0,0,0,0,1970,240,1970,,,14,240000,2,0,10000,6,1,,
717311,1,,,,,,5,100,0,0,0,0,1968,50,1967,,,2,80000,2,0,600,3,1,,
717409,2,,,,,,1,33,0,0,0,0,2005,150,1955,,,8,150000,2,0,5000,3,1,,
717414,1,,,,,,7,25,0,0,0,0,,,,,20,11,500,2,0,100,3,2,18,
717414,1,,,,,,1,25,0,0,0,0,2010,140,1900,,,8,160000,2,0,4000,3,2,18,
717414,1,,,,,,1,100,0,0,0,0,2001,90,1963,,,14,180000,2,0,6000,5,1,,
718115,2,,,,,,8,25,0,0,0,0,,,,,2000,11,80000,2,0,1000,3,1,,
718506,1,,,,,,1,100,0,0,0,0,1980,65,1980,,,1,120000,1,4000,,2,1,,
718531,1,,,,,,7,50,0,0,0,0,,,,3,,11,3000,2,0,300,3,1,,
718531,2,,,,,,1,100,0,0,0,0,2007,35,1980,,,1,30000,2,0,2000,5,1,,
718674,1,,,,,,1,100,0,0,0,0,2004,70,1968,,,1,300000,2,0,5500,3,1,,
718772,2,,,,,,2,100,0,0,0,0,2011,200,1970,,,2,500000,2,0,3000,1,1,,
719025,1,,,,,,1,30,0,0,0,0,2005,140,1960,,,8,40000,2,0,2400,3,2,16,
719358,1,,,,,,1,100,0,0,0,0,1964,110,1964,,,3,250000,2,0,7200,6,1,,
719609,1,,,,,,1,100,0,0,0,0,1970,100,1970,,,4,300000,2,0,6000,1,1,,
719722,2,,,,,,7,100,0,0,0,0,,,,1,,9,4000,2,0,100,1,1,,
719763,2,3,,,,,1,100,0,0,0,0,1990,60,1972,,,1,80000,2,0,6000,2,1,,
720003,1,,,,,,4,100,0,0,0,0,1998,40,1998,,,2,50000,2,0,2000,6,1,,
720009,1,2,,,,,7,100,0,0,0,0,,,,,800,9,5000,2,0,50,3,1,,
720009,1,2,,,,,7,100,0,0,0,0,,,,,2000,9,10000,2,0,100,3,1,,
720117,1,,,,,,6,50,0,0,0,0,1996,9,1990,,,3,20000,2,0,100,3,1,,
720117,1,,,,,,1,50,0,0,0,0,1986,150,1980,,,13,500000,2,0,500,3,1,,
720117,1,,,,,,1,50,0,0,0,0,1986,300,1960,,,13,600000,1,800,,3,1,,
720163,1,,,,,,7,20,0,0,0,0,,,,,1000,11,1000,2,0,100,3,1,,
720163,1,,,,,,7,20,0,0,0,0,,,,,2000,11,2000,2,0,100,3,1,,
720163,1,,,,,,7,20,0,0,0,0,,,,,1000,11,2000,2,0,100,3,1,,
720163,1,,,,,,1,20,0,0,0,0,1966,200,1966,,,8,200000,2,0,500,3,1,,
720209,1,2,,,,,1,100,0,0,0,0,1998,45,1997,,,1,100000,2,0,800,2,1,,
720312,1,2,,,,,6,100,0,0,0,0,2000,30,1975,,,2,20000,2,0,2000,1,1,,
720373,2,,,,,,7,100,0,0,0,0,,,,1,,9,15000,2,0,1000,3,1,,
720373,2,,,,,,1,100,0,0,0,0,1983,90,1978,,,8,100000,2,0,4200,3,1,,
720373,1,2,,,,,1,100,0,0,0,0,1985,110,1985,,,1,150000,2,0,6000,6,1,,
721201,1,,,,,,6,50,0,0,0,0,2007,50,2007,,,3,40000,2,0,1100,6,1,,
721717,2,,,,,,1,100,0,0,0,0,2009,90,1970,,,4,140000,1,5400,,3,1,,
721747,1,,,,,,1,100,0,0,0,0,1994,200,1600,,,8,200000,2,0,3000,3,2,13,
721777,1,,,,,,1,25,0,0,0,0,1978,120,1968,,,13,500000,2,0,6000,3,1,,
721843,3,,,,,,1,100,0,0,0,0,2000,70,1954,,,4,180000,1,6000,,1,1,,
721862,1,2,,,,,6,100,0,0,0,0,1990,15,1988,,,2,18000,2,0,960,2,1,,
721862,2,,,,,,1,100,0,0,0,0,1998,105,1950,,,14,120000,2,0,3600,4,1,,
722259,1,2,,,,,6,100,0,0,0,0,1993,12,1992,,,8,15000,2,0,1000,1,1,,
722310,1,,,,,,1,33,0,0,0,0,1988,60,1900,,,1,60000,2,0,5000,3,1,,
722310,1,2,,,,,1,33,0,0,0,0,1985,85,1946,,,13,300000,2,0,15000,5,1,,
722321,1,,,,,,6,100,0,0,0,0,2003,15,1969,,,2,20000,2,0,100,1,1,,
722324,1,,,,,,1,100,0,0,0,0,1982,43,1978,,,1,80000,2,0,600,2,2,8,
722331,1,2,,,,,6,100,0,0,0,0,2008,40,2005,,,2,20000,2,0,1700,2,1,,
722353,1,2,,,,,1,100,0,0,0,0,2000,50,2000,,,1,100000,2,0,4000,2,1,,
722365,1,,,,,,7,33,0,0,0,0,,,,2,,11,900,2,0,100,1,1,,
722365,1,,,,,,1,33,0,0,0,0,1993,475,1896,,,1,60000,2,0,3000,1,1,,
722509,1,,,,,,1,100,0,0,0,0,1988,90,1970,,,6,200000,1,,,7,2,15,
722518,1,,,,,,1,16,0,0,0,0,2002,30,1980,,,4,45000,1,4800,,3,1,,
722518,1,2,,,,,1,50,0,0,0,0,2011,65,2006,,,4,115000,1,4800,,2,1,,
722518,1,,,,,,1,50,0,0,0,0,2000,120,1998,,,15,200000,2,0,400,2,1,,
722518,1,,,,,,3,33,0,0,0,0,2002,600,1978,,,2,350000,2,0,5000,3,1,,
722601,1,2,,,,,7,100,0,0,0,0,,,,,2000,11,30000,2,0,500,1,1,,
722601,1,2,,,,,8,100,0,0,0,0,,,,,1500,11,50000,2,0,100,1,1,,
722601,1,2,,,,,1,100,0,0,0,0,2005,175,2005,,,8,175000,2,0,5000,1,1,,
722601,1,2,,,,,5,100,0,0,0,0,2005,360,2005,,,2,400000,2,0,1500,1,1,,
722608,2,,,,,,7,100,0,0,0,0,,,,,2000,9,15000,2,0,200,1,1,,
722678,1,2,,,,,6,100,0,0,0,0,1963,40,1962,,,3,40000,2,0,1500,2,1,,
722678,1,2,,,,,1,100,0,0,0,0,1969,95,1967,,,14,150000,2,0,500,2,1,,
722678,1,,,,,,1,100,0,0,0,0,1966,75,1966,,,1,150000,2,0,6000,6,1,,
722720,1,,,,,,1,50,0,0,0,0,2008,42,2008,,,3,230000,2,0,7400,1,2,,215
722720,1,,,,,,1,45,0,0,0,0,2004,100,1958,,,3,250000,2,0,5400,1,1,,
722720,1,,,,,,1,100,0,0,0,0,1972,55,1972,,,1,270000,2,0,4200,1,2,7,
722875,1,,,,,,3,100,0,0,0,0,2011,60,1970,,,2,200000,2,0,9000,1,1,,
722875,1,,,,,,1,100,0,0,0,0,2012,50,1900,,,3,300000,2,0,6000,2,1,,
723204,1,,,,,,1,100,0,0,0,0,1990,140,1945,,,3,45000,2,0,250,1,1,,
723207,1,2,,,,,7,100,0,0,0,0,,,,,200,9,,2,0,,1,1,,
723207,1,2,,,,,8,100,0,0,0,0,,,,,400,3,,2,0,100,1,1,,
723629,1,,,,,,1,100,0,0,0,0,2007,95,1970,,,4,300000,1,10800,,1,1,,
723666,1,2,,,,,1,100,0,0,0,0,2002,65,1920,,,14,150000,2,0,300,1,1,,
723934,1,,,,,,1,100,0,0,0,0,2010,80,1948,,,4,340000,1,8400,,1,1,,
724509,2,,,,,,7,100,0,0,0,0,,,,2,,4,25000,1,250,,3,1,,
724537,1,,,,,,3,50,0,0,0,0,1993,350,1970,,,2,50000,2,0,2400,4,1,,
724543,3,,,,,,7,50,0,0,0,0,,,,,6000,11,5000,2,0,100,3,1,,
724899,2,,,,,,1,100,0,0,0,0,2000,40,1975,,,4,90000,1,300,,3,1,,
724899,2,,,,,,1,100,0,0,0,0,1983,50,1950,,,4,100000,1,300,,3,1,,
725236,1,,,,,,1,100,0,0,0,0,1999,70,1800,,,1,50000,2,0,500,3,1,,
725716,2,,,,,,7,50,0,0,0,0,,,,,2000,11,10000,2,0,1000,3,1,,
725716,2,,,,,,1,50,0,0,0,0,2012,100,1920,,,8,100000,2,0,300,3,1,,
725801,1,,,,,,7,30,0,0,0,0,,,,,300,11,2000,2,0,100,3,1,,
725801,1,,,,,,7,30,0,0,0,0,,,,,200,9,2000,2,0,100,3,2,,251
