nquest,servb1,servb2,servb3,servb4,servb5,servb6,servb7,servb8,servb9,servb10,servb11,servb12,servb13,servb14,depc,ndepc,idepc,lib,nlib,ilib,unaban,banche,scoper,fscoper1,fscoper,carta,carte,usocart,cartdeb1,cartdeb,bancomat,nbancoma,cartapre,ncartapre,scorta,spesecon,compusa,compcasa,internet,ebuy,coldis,utscoper
29823,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,2,1,1,2,,,2,,,,,1,1,1,1,500,1500,1,1,1,1,2,
31051,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2,2,2,,,1,1,1,2,,1,1,2,,,1,2,2,,400,1400,1,1,1,2,2,2
31066,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,1,2,,,2,,,,,1,1,2,,150,1200,2,,,,2,
31092,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,1,1,2,,,1,2,2,,800,1200,1,1,1,2,1,2
31093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,1,1,1,,,1,1,2,,500,500,1,1,1,1,1,
31120,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,1,,,1,2,2,,,1,2,2,,900,1000,1,1,1,1,1,2
31122,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,1,1,,1,1,2,,,2,,,,,1,2,2,,700,700,2,,,,2,
31137,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,2,,,1,1,1,,,1,2,1,,,1,4,2,,200,1500,1,1,1,1,1,2
31145,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,50,800,2,,,,2,
31161,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,2,2,2,,,2,2,1,2,,1,1,2,,,1,2,1,3,200,1500,1,1,1,1,2,2
31163,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,,,2,2,1,,,1,1,2,,,1,2,2,,100,1500,1,1,1,2,2,2
31191,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,500,500,2,,,,2,
31219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,300,600,2,,,,2,
31220,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,2,2,,,2,2,2,,,2,,,,,2,,2,,200,1800,2,,,,2,
31221,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,2,,,2,2,1,,,2,,,,,2,,2,,500,1000,2,,,,2,2
31222,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,500,800,2,,,,2,
31246,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,400,700,2,,,,2,
31273,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,2,,2,,500,500,2,,,,2,2
31281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,,,1,1,1,,,2,,2,,200,1300,1,2,1,2,2,2
31304,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,2,1,1,,2,3,1,,,2,,,,,2,,2,,500,1500,1,1,1,1,1,2
31309,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,2,,,2,2,2,,,2,,,,,1,1,2,,300,2000,1,1,1,2,2,
31311,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,100,400,2,,,,2,
31360,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,3,,,2,,,,,2,,2,,200,100,2,,,,2,
31387,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,1,1,2,,,1,1,2,,500,1200,1,1,1,2,2,2
31403,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,100,350,1,2,1,2,2,
31441,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,500,800,1,1,2,,2,
31448,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,1,,,2,,,,,1,2,2,,500,700,1,1,1,2,2,2
31556,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,1,1,2,,100,1000,2,,,,2,2
31560,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,1,950,1,1,2,,,1,1,2,,150,1500,1,2,1,2,2,1
31561,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,,1,1,3,,,2,,,,,1,1,2,,250,1600,2,,,,2,
31625,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,2,1,1,1,1,2,2,2,,,1,1,1,,,1,2,2,,150,350,1,1,1,1,1,
31641,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,1,,,1,1,2,,400,600,2,,,,2,
31652,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,1,1,2,,,1,1,2,,300,300,1,1,1,2,2,2
31665,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,300,800,2,,,,2,
31671,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,3,,,1,2,1,,,1,2,1,1,500,1300,1,1,1,1,2,
31676,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,4,4,2,,,2,3,1,1,1000,1,2,2,,,1,4,1,1,200,1000,1,1,1,1,1,1
31682,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,2,,,1,1,2,,200,300,2,,,,2,
31695,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,3,1,1,2,2,2,2,,,2,,,,,1,2,2,,200,1800,1,1,1,2,1,
31710,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,250,400,2,,,,2,
31715,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,2,,,2,,,,,1,1,1,1,200,600,1,1,1,2,2,
31724,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,2,,,1,2,2,,600,1000,1,1,1,2,2,
31735,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,600,750,1,1,1,2,1,
31751,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,4,2,,,1,1,2,,,1,2,2,,,1,3,2,,400,900,1,1,1,1,1,
31757,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,150,250,2,,,,2,
31785,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,1,,,1,1,1,,,1,1,2,,200,600,1,1,1,2,1,2
31798,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,400,400,2,,,,2,
31799,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,400,700,2,,,,2,
31859,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,600,1400,2,,,,2,
31860,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,2,2,1,1,1500,1,1,3,1,400,1,1,2,,200,1700,1,1,1,2,2,1
31868,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,200,960,2,,,,2,
31869,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,300,600,1,1,1,1,2,
31912,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,700,1200,2,,,,2,
32001,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,300,900,2,,,,2,
32028,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,2,2,2,,,2,2,1,,,1,1,2,,,1,2,1,1,200,500,1,1,1,1,1,2
32033,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,2,2,2,,,2,2,1,,,2,,,,,1,2,2,,300,1000,1,1,1,2,1,2
32034,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,1,3,,,2,,,,,2,,2,,300,1050,2,,,,2,
32041,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,200,900,2,,,,2,
32044,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,200,400,2,,,,2,
32047,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,1,2,,,2,,,,,1,1,2,,200,400,2,,,,2,
32052,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2,1,1,2,1,1,1,,,2,,,,,1,1,2,,300,1600,2,,,,2,2
32057,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,2,3,2,,,1,1,1,,,1,1,1,,,1,1,2,,350,1500,1,1,1,1,1,2
32066,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,2,2,2,,,2,,,,,2,,2,,250,1000,2,,,,2,
32067,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,,,2,,,,,2,,2,,150,600,2,,,,2,
32139,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,2,3,1,1,1,2,2,1,,,1,2,2,,,1,2,1,1,500,2000,1,1,1,1,1,2
32144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,1,2,,,1,1,1,,,1,1,2,,500,1200,2,,,,2,
32190,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,,,1,1,1,,,1,1,2,,100,900,2,,,,2,2
32198,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,400,400,1,1,2,,2,
32206,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,200,700,1,1,1,2,2,
32209,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,2,,,2,2,1,,,2,,,,,1,2,2,,400,1000,1,1,1,2,2,2
32210,,,,,,,,,,,,,,,1,2,,2,,,,,,,,2,,,,,2,,2,,400,800,1,1,2,,2,
32229,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,3,,,2,,,,,1,1,2,,200,500,2,,,,2,
32235,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,2,,,2,,,,,1,2,2,,100,1000,1,2,2,,2,
32288,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,,,2,2,2,,,1,1,1,,,1,3,2,,200,1000,2,,,,2,
32318,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,,,2,,,,,1,1,2,,100,500,2,,,,2,2
32320,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,3,2,1,1,,1,1,1,,,1,1,2,,,1,3,1,1,50,400,1,1,1,1,1,2
32328,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,200,600,2,,,,2,
32438,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,600,600,2,,,,2,
32464,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,300,500,2,,,,2,
32467,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,2,,,1,1,2,,,1,1,2,,1500,2000,1,1,1,1,2,
32470,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,700,1500,2,,,,2,
32471,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,500,500,2,,,,2,
32524,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,3,,,1,1,2,,,1,2,2,,500,2000,2,,,,2,
32556,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,1,1,2,,,1,1,2,,200,500,1,1,2,,2,
32668,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,2,1,,,2,,2,,1400,1400,1,1,1,2,2,
32703,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,1,3000,2,,,,,2,,2,,0,1700,2,,,,2,1
32709,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,2,,,2,3,1,,,2,,,,,1,4,2,,3000,2000,1,1,1,1,1,2
32713,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,2,,,1,2,2,,,1,2,2,,600,1000,1,1,1,1,2,
32729,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,2,2,,,1,1,1,1,5000,1,1,2,,,1,1,2,,200,1000,2,,,,2,1
32731,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,200,950,2,,,,2,
32733,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,2,,,2,,,,,2,,2,,1000,1300,2,,,,2,
32734,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,2,2,2,,,2,2,1,,,1,3,2,,,1,2,2,,100,800,1,1,1,2,2,2
32742,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,1,2,2,,1500,1500,1,1,1,2,2,2
32751,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,100,600,2,,,,2,
32764,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,2,2,,,1,1,1,1,5000,2,,,,,2,,2,,1200,700,1,1,1,2,2,1
32765,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,2,2,,,2,2,1,,,1,1,2,,,1,2,2,,500,1500,1,1,1,1,2,2
32772,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,150,500,2,,,,2,
32810,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,300,700,2,,,,2,
32822,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,700,1000,2,,,,2,
32839,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,2,,,2,,,,,1,1,2,,500,700,2,,,,2,
32861,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,,,1,1,2,,,1,1,1,,,1,1,2,,100,200,2,,,,2,
32866,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,100,400,2,,,,2,
32867,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,2,,,1,1,3,,,2,,,,,1,1,2,,100,1000,1,1,1,2,2,
32887,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,2,4,2,,,2,2,1,2,,1,4,2,,,1,2,2,,400,1300,1,1,1,1,1,2
32962,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,2,2,1,1,2000,2,,,,,1,1,2,,800,1200,1,1,1,2,2,1
32982,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,1000,1000,2,,,,2,
32987,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,1,2,,,2,,,,,2,,2,,2000,1000,2,,,,2,
33036,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,150,600,1,1,2,,2,
33038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,200,650,1,1,2,,2,
33219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,2,,,1,1,1,,,1,1,1,,,1,2,2,,300,1500,1,1,2,,2,2
33228,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,2,1,1,,1,1,2,,,1,2,2,,,1,2,2,,300,1500,2,,,,2,
33238,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,2,,,,,2,,2,,350,900,2,,,,2,2
33245,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,1,1,,,2,,,,,1,1,2,,300,1400,1,1,2,,2,2
33275,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,1,2,2,,250,750,1,1,1,2,2,2
33303,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,1,12000,2,,,,,1,2,2,,200,1300,2,,,,2,1
33328,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,1,1,2,,300,1600,1,1,1,2,2,2
33335,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,2,3,1,2,2,2,2,2,,,1,1,2,,,1,2,2,,300,1500,1,1,1,1,2,
33336,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,2,,,2,2,1,1,5000,1,2,2,,,1,2,2,,400,1500,2,,,,2,1
33347,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,1450,1450,2,,,,2,
33348,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,2,,,2,,,,,1,1,2,,500,1000,2,,,,2,
33361,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,500,500,2,,,,2,
33451,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,500,1000,1,1,1,2,2,
33455,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,300,1500,2,,,,2,
33479,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,2,,,1,1,2,,500,1300,2,,,,2,
33604,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,50,400,2,,,,2,
33631,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,200,800,1,1,1,2,2,
33644,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,150,600,2,,,,2,
33684,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,800,800,2,,,,2,
33751,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,3,,,1,2,2,,,1,1,2,,700,1700,1,1,1,2,2,
33761,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,3,2,,,1,1,3,,,1,2,2,,,1,2,2,,1000,1400,1,1,1,2,1,
33773,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,800,800,2,,,,2,
33777,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,1,1,2,2,2,,,2,,,,,1,2,2,,200,900,1,1,1,1,1,
33778,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,1,1,500,400,1,1,1,1,2,
33781,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,300,700,1,1,1,2,2,
33814,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,1,1,1,1,5000,1,4,2,,,1,2,2,,300,300,2,,,,2,1
33823,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,,2,,,,,2,,2,,400,500,2,,,,2,
33839,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,1,1,2,,,2,,,,,1,1,2,,200,420,2,,,,2,
33865,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,1,1,1,,,1,1,1,,,1,2,2,,200,1500,1,1,1,2,1,2
33877,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,2,,,1,2,2,,200,1300,2,,,,2,
33882,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,1,1,2,,,2,,,,,1,2,2,,100,1000,1,1,1,2,2,
33888,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,250,1000,2,,,,2,
33889,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,1,1,2,,,1,2,2,,250,1250,1,1,1,2,2,
33937,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,2,,,2,3,2,,,2,,,,,1,1,2,,1000,1000,1,1,1,2,2,
33941,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,2,2,1,1,2,2,2,1,,,1,4,2,,,1,1,1,1,500,1000,1,1,1,2,1,2
33983,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,2,1,1,2,1,1,1,,,1,2,2,,,1,2,2,,1000,1200,1,1,1,2,1,2
33985,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,,2,2,1,,,1,4,2,,,1,3,1,2,1000,2500,1,1,1,1,1,2
33994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,2,2,2,2,,,2,,,,,1,2,2,,400,1000,1,1,1,2,2,
34059,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,2,,,2,3,1,,,1,2,2,,,1,4,1,1,500,1000,1,1,1,1,1,2
34198,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,2,,,1,1,3,,,2,,,,,1,1,2,,150,1000,1,1,1,2,2,
34199,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,2,,,2,2,2,,,2,,,,,2,,2,,500,700,2,,,,2,
34211,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,100,800,2,,,,2,
34230,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,250,560,2,,,,2,
34252,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,300,900,2,,,,2,
34269,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,,1,1,2,1,1,,,,2,,,,,2,,2,,800,2000,2,,,,2,
34377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,1000,1000,2,,,,2,
34396,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,500,1400,2,,,,2,
34513,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,500,1900,1,1,1,2,2,
34525,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,100,1400,2,,,,2,
34541,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,1,1,2,,300,1100,2,,,,2,
34732,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,,,2,,,,,2,,2,,1400,800,2,,,,2,
34738,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,1,1,3000,2,,,,,2,,2,,1800,1800,1,1,1,2,2,1
34778,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,200,350,1,2,2,,2,
34793,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,1500,1500,2,,,,2,
34800,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,600,900,2,,,,2,
34825,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,2,2,,,2,2,2,,,2,,,,,1,4,2,,200,1000,1,1,1,2,2,
34833,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,3,1,2,,,2,2,2,,,2,,,,,1,3,2,,300,1000,2,,,,2,
34886,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,3,,,1,1,2,,,1,2,2,,500,600,1,1,1,2,2,
34900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,1,1,2,,250,1000,2,,,,2,2
35005,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,2,,,1,1,1,2,,2,,,,,2,,2,,250,1500,1,2,2,,2,2
35022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,2,,,2,,,,,1,1,2,,300,1000,2,,,,2,
35025,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,700,700,2,,,,2,
35032,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,2,2,,,2,2,1,,,1,2,1,,,1,1,2,,1300,1337,1,1,1,2,1,2
35106,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,,,1,1,1,,,2,,,,,1,1,2,,300,1200,1,1,1,2,2,2
35234,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,,,1,1,3,,,2,,,,,1,1,2,,200,350,1,1,1,2,1,
35319,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,500,400,2,,,,2,
35322,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,,,1,1,2,,,2,,,,,2,,2,,750,750,2,,,,2,
35323,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,600,600,2,,,,2,
35326,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,1,1,,,2,,,,,1,2,2,,500,900,2,,,,2,2
35340,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,550,750,2,,,,2,
35346,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,1,1,2,,,2,,,,,2,,2,,400,600,2,,,,2,
35349,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,700,800,2,,,,2,
35355,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,,1,1,1,1,1,,,,2,,,,,2,,2,,300,500,2,,,,2,
35366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,,1,1,2,,,1,2,1,,,2,,2,,500,700,1,1,1,2,2,
35370,,,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,2,,2,,200,55,2,,,,2,
35371,,,,,,,,,,,,,,,1,1,,2,,,,,,,,2,,,,,1,1,2,,300,400,2,,,,2,
